hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel,1,26,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,50,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,55.8,0,0,Canceled
Resort Hotel,1,240,March,4,10,1,0,0,0,0,A,0,No Deposit,0,Transient,26.64,0,0,Canceled
Resort Hotel,1,240,March,4,10,1,0,0,0,0,A,0,No Deposit,0,Transient,26.64,0,0,Canceled
Resort Hotel,1,84,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,55.8,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,84,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,55.8,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,84,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,55.8,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,181,March,6,19,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled
Resort Hotel,1,182,March,8,22,2,2,0,0,0,G,0,No Deposit,0,Transient,130,0,1,Canceled
Resort Hotel,1,21,March,0,3,2,0,0,0,0,E,0,No Deposit,0,Transient,112,0,1,Canceled
Resort Hotel,0,7,March,0,3,1,0,0,0,0,C,1,No Deposit,0,Transient-Party,29,0,1,Check-Out
Resort Hotel,1,5,March,0,1,1,0,0,0,0,E,0,No Deposit,0,Transient,80,0,0,Canceled
Resort Hotel,1,8,March,1,2,2,0,0,0,0,D,2,No Deposit,0,Transient-Party,47,0,0,No-Show
Resort Hotel,1,8,March,1,2,1,0,0,0,0,D,2,No Deposit,0,Transient-Party,29,0,0,No-Show
Resort Hotel,1,8,March,1,2,2,0,0,0,0,A,5,No Deposit,0,Transient-Party,37,0,0,No-Show
Resort Hotel,1,8,March,1,2,1,0,0,0,0,D,1,No Deposit,0,Transient-Party,47,0,0,No-Show
Resort Hotel,1,8,March,1,2,2,0,0,0,0,D,1,No Deposit,0,Transient-Party,47,0,0,No-Show
Resort Hotel,1,39,March,1,1,2,0,0,0,0,E,0,No Deposit,0,Transient,101.3,0,0,Canceled
Resort Hotel,1,266,March,1,1,2,0,0,0,0,A,2,No Deposit,0,Transient,33.6,0,0,Canceled
Resort Hotel,1,11,March,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,75,0,0,Canceled
Resort Hotel,1,82,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,70,0,0,Canceled
Resort Hotel,1,168,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,47.54,0,0,Canceled
Resort Hotel,1,167,March,2,6,2,0,0,0,0,D,0,No Deposit,0,Transient,47.45,0,0,Canceled
Resort Hotel,1,316,March,6,15,2,0,0,0,0,E,1,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,9,March,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,34,0,0,Canceled
Resort Hotel,1,15,March,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,30,March,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,25,March,2,1,1,0,0,0,0,A,0,No Deposit,0,Transient,71,0,0,Canceled
Resort Hotel,1,17,March,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,270,March,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,270,March,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,1,0,0,0,0,E,1,No Deposit,0,Transient-Party,45,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,53,March,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,171,March,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,45,0,0,Canceled
Resort Hotel,1,35,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,53,March,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,56,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,53,March,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,30,0,0,Canceled
Resort Hotel,1,312,March,2,5,1,0,0,0,0,E,1,No Deposit,0,Transient-Party,58,0,0,Canceled
Resort Hotel,1,124,March,4,6,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,28.8,0,0,Canceled
Resort Hotel,1,195,March,4,6,1,0,0,0,0,A,1,No Deposit,0,Transient-Party,40.14,0,0,Canceled
Resort Hotel,1,4,March,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,30,0,0,No-Show
Resort Hotel,1,6,March,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,55,0,0,No-Show
Resort Hotel,1,5,March,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,0,0,0,Canceled
Resort Hotel,1,3,March,1,3,1,0,0,0,0,A,0,No Deposit,0,Transient,32,0,0,No-Show
Resort Hotel,1,142,March,1,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,0,Canceled
Resort Hotel,1,1,March,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,35,0,0,Canceled
Resort Hotel,1,19,March,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,0,Canceled
Resort Hotel,1,21,March,0,2,2,2,0,0,0,G,0,No Deposit,0,Transient,105,0,1,Canceled
Resort Hotel,1,220,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,37.8,0,1,Canceled
Resort Hotel,1,218,March,2,5,2,2,0,0,0,G,0,No Deposit,0,Transient,87,0,0,Canceled
Resort Hotel,1,2,March,0,1,1,0,0,0,0,D,0,No Deposit,0,Transient,35,0,0,Canceled
Resort Hotel,1,8,March,0,2,2,2,0,0,0,G,0,No Deposit,0,Transient,105,0,0,Canceled
Resort Hotel,1,25,March,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,321,March,4,10,2,0,0,0,0,A,0,No Deposit,0,Transient,66.6,0,1,Canceled
Resort Hotel,1,211,March,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,33.3,0,0,No-Show
Resort Hotel,1,0,March,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,70,0,0,Canceled
Resort Hotel,1,107,March,0,2,1,0,0,0,0,E,1,No Deposit,0,Transient-Party,72,0,0,Canceled
Resort Hotel,1,115,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,1,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,115,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,1,Canceled
Resort Hotel,1,115,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,1,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,17,March,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,56.7,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,115,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,1,Canceled
Resort Hotel,1,115,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,1,Canceled
Resort Hotel,1,26,March,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,100,March,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,75,0,1,Canceled
Resort Hotel,1,146,March,0,3,2,0,0,0,0,A,0,Non Refund,60,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,16,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient,55,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,86,March,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,46,0,0,Canceled
Resort Hotel,1,142,March,2,3,2,2,0,0,0,G,0,No Deposit,0,Transient,82,0,1,Canceled
Resort Hotel,1,142,March,2,3,2,0,0,0,0,F,0,No Deposit,0,Transient,60.3,0,0,Canceled
Resort Hotel,1,142,March,2,3,2,2,0,0,0,G,0,No Deposit,0,Transient,82,0,1,Canceled
Resort Hotel,1,142,March,2,3,2,0,0,0,0,F,0,No Deposit,0,Transient,66.3,0,0,Canceled
Resort Hotel,1,142,March,2,3,2,2,0,0,0,G,0,No Deposit,0,Transient,82,0,1,Canceled
Resort Hotel,1,142,March,2,3,2,0,0,0,0,F,0,No Deposit,0,Transient,60.3,0,0,Canceled
Resort Hotel,1,125,March,2,4,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,2,Canceled
Resort Hotel,1,64,March,2,5,2,0,0,0,0,C,1,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,18,March,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,14,March,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,2,Canceled
Resort Hotel,1,16,March,0,2,2,0,0,0,0,G,0,No Deposit,0,Transient,80,0,0,No-Show
Resort Hotel,1,14,March,0,2,2,2,0,0,0,C,0,No Deposit,0,Transient,75,0,1,Canceled
Resort Hotel,1,32,March,2,3,2,0,0,0,0,G,0,No Deposit,0,Transient,97,0,0,Canceled
Resort Hotel,1,31,March,2,3,2,2,0,0,0,G,0,No Deposit,0,Transient,105,0,0,Canceled
Resort Hotel,1,148,March,2,5,2,0,0,0,0,C,1,No Deposit,0,Transient,41.4,0,2,No-Show
Resort Hotel,1,46,March,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,80,0,2,Canceled
Resort Hotel,1,81,March,0,1,2,0,0,0,0,C,1,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,22,March,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,88,March,2,5,2,0,0,0,0,A,2,No Deposit,0,Transient-Party,34,0,0,Canceled
Resort Hotel,1,57,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,9,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,15,March,2,5,2,0,0,0,0,C,0,No Deposit,0,Transient-Party,34,0,0,Canceled
Resort Hotel,1,39,March,2,5,2,2,0,0,0,H,0,No Deposit,0,Transient,105,0,0,Canceled
Resort Hotel,1,339,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,332,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,71,0,0,Canceled
Resort Hotel,1,332,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,71,0,0,Canceled
Resort Hotel,1,339,March,2,5,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,51,0,0,Canceled
Resort Hotel,1,57,March,2,5,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,51,0,0,Canceled
Resort Hotel,1,339,March,2,5,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,51,0,0,Canceled
Resort Hotel,1,339,March,2,5,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,51,0,0,Canceled
Resort Hotel,1,88,March,2,5,2,0,0,0,0,A,2,No Deposit,0,Transient-Party,34,0,0,Canceled
Resort Hotel,1,57,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,332,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,71,0,0,Canceled
Resort Hotel,1,39,March,2,5,3,1,0,0,0,G,0,No Deposit,0,Transient,100,0,0,Canceled
Resort Hotel,1,339,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,46,March,2,5,2,0,0,0,0,F,0,No Deposit,0,Transient,89,0,0,Canceled
Resort Hotel,1,332,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,71,0,0,Canceled
Resort Hotel,1,57,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,57,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,64,0,0,Canceled
Resort Hotel,1,339,March,2,5,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,51,0,0,Canceled
Resort Hotel,1,252,March,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,2,March,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,2,Canceled
Resort Hotel,1,30,March,1,0,1,0,0,0,0,D,0,No Deposit,0,Transient-Party,48,0,0,Canceled
Resort Hotel,1,66,March,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,70,0,0,Canceled
Resort Hotel,1,39,March,2,5,2,2,0,0,0,G,0,No Deposit,0,Transient,100,0,0,Canceled
Resort Hotel,1,96,March,4,7,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,8,0,0,Canceled
Resort Hotel,1,96,March,4,7,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,8,0,0,Canceled
Resort Hotel,1,96,March,4,7,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,8,0,0,Canceled
Resort Hotel,1,96,March,4,7,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,8,0,0,Canceled
Resort Hotel,1,133,March,1,0,2,0,0,0,0,A,2,No Deposit,0,Transient,42,0,2,Canceled
Resort Hotel,1,112,March,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,146,March,1,0,1,0,0,0,0,A,0,No Deposit,34,Transient-Party,36,0,0,Canceled
Resort Hotel,1,24,March,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,32,0,0,Canceled
Resort Hotel,1,24,March,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,58,March,1,1,2,2,0,0,0,G,0,No Deposit,0,Transient,100,0,0,Canceled
Resort Hotel,1,27,March,1,2,2,2,0,0,0,C,0,No Deposit,0,Transient,75,0,0,Canceled
Resort Hotel,1,115,March,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,97.33,0,1,Canceled
Resort Hotel,1,208,March,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,0,Canceled
Resort Hotel,1,0,March,0,1,1,0,0,0,0,C,0,No Deposit,0,Transient,53.2,0,1,No-Show
Resort Hotel,1,61,March,0,3,2,2,0,0,0,G,0,No Deposit,0,Transient,100,0,0,Canceled
Resort Hotel,1,140,March,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,1,Canceled
Resort Hotel,1,168,March,0,5,1,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,1,Canceled
Resort Hotel,1,26,March,0,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,26,March,0,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,26,March,0,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,26,March,0,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,26,March,0,5,1,0,0,0,0,E,0,No Deposit,0,Transient-Party,65,0,0,Canceled
Resort Hotel,1,177,March,0,5,1,0,0,0,0,A,0,No Deposit,0,Transient,37,0,0,Canceled
Resort Hotel,1,157,March,0,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,26,March,0,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,278,March,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient,69.04,0,0,Canceled
Resort Hotel,1,19,March,2,5,2,0,0,0,0,F,1,No Deposit,0,Transient,112,0,0,Canceled
Resort Hotel,1,94,March,2,7,1,0,0,0,0,A,0,No Deposit,0,Transient,55,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,44,0,0,Canceled
Resort Hotel,1,194,March,4,14,2,0,0,0,0,A,0,No Deposit,50,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,44,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,144,March,4,14,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,62,0,0,Canceled
Resort Hotel,1,194,March,4,14,1,0,0,0,0,A,0,No Deposit,50,Transient-Party,44,0,0,Canceled
Resort Hotel,1,177,March,0,5,1,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,1,Canceled
Resort Hotel,1,159,March,6,15,2,0,0,0,0,E,0,No Deposit,0,Transient,68.4,0,1,Canceled
Resort Hotel,1,112,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,112,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,112,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,112,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,112,March,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,285,March,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,211,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,0,Canceled
Resort Hotel,1,24,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,210,March,1,4,2,0,0,0,0,F,1,No Deposit,0,Transient,47.8,0,2,Canceled
Resort Hotel,1,232,March,0,3,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,1,Canceled
Resort Hotel,1,148,March,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,1,Canceled
Resort Hotel,1,10,March,2,5,2,0,0,0,0,G,0,No Deposit,0,Transient,142,0,0,Canceled
Resort Hotel,1,139,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,1,Canceled
Resort Hotel,1,24,March,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,1,Canceled
Resort Hotel,1,50,March,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,70,0,0,Canceled
Resort Hotel,1,27,March,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,28,March,1,2,2,2,0,0,0,G,0,No Deposit,0,Transient,105,0,0,Canceled
Resort Hotel,1,134,March,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,52,0,0,Canceled
Resort Hotel,1,28,March,1,2,2,2,0,0,0,G,0,No Deposit,0,Transient,105,0,0,Canceled
Resort Hotel,1,204,March,0,1,2,2,0,0,0,G,0,No Deposit,0,Transient,82,0,1,Canceled
Resort Hotel,1,30,March,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,0,Canceled
Resort Hotel,1,14,March,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,65,0,2,Canceled
Resort Hotel,1,26,March,2,2,2,0,0,0,0,D,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,68,March,2,4,2,0,0,0,0,D,0,No Deposit,0,Transient,70,0,0,Canceled
Resort Hotel,1,201,March,2,5,2,0,0,0,0,C,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,115,March,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,61.86,0,1,Canceled
Resort Hotel,1,201,March,2,5,2,0,0,0,0,C,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,282,March,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient,66.6,0,0,Canceled
Resort Hotel,1,201,March,2,5,2,0,0,0,0,C,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,205,March,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,1,Canceled
Resort Hotel,1,74,March,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient,80,0,0,Canceled
Resort Hotel,1,309,March,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,84.6,0,0,Canceled
Resort Hotel,1,283,March,1,0,2,0,0,0,0,D,0,No Deposit,0,Transient,63.3,0,0,Canceled
Resort Hotel,1,3,March,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,35,0,0,Canceled
Resort Hotel,1,320,March,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
