"ID","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Trans_Amt","Total_Trans_Ct"
715805133,"Existing Customer",52,"F",1,"High School","Single","Less than $40K",43,6,2,2,2705,1581,5532,81
717381183,"Existing Customer",27,"F",0,"Graduate","Married","Less than $40K",36,3,2,2,1674,752,4513,57
720728133,"Existing Customer",44,"M",4,"Uneducated","Single","$40K - $60K",33,4,3,3,1714,0,4180,71
708790833,"Existing Customer",42,"M",5,"Uneducated","Unknown","$120K +",31,5,3,2,6748,1467,1201,42
720190908,"Existing Customer",59,"M",1,"High School","Single","$60K - $80K",51,6,2,4,8973,1300,4699,72
771546708,"Existing Customer",46,"F",2,"Graduate","Single","Less than $40K",34,2,2,1,1438.3,0,5013,81
788789658,"Existing Customer",40,"M",5,"Unknown","Unknown","$80K - $120K",22,6,1,4,4042,1744,1471,37
712730583,"Existing Customer",29,"M",0,"Uneducated","Married","$60K - $80K",20,5,2,3,8592,1201,1842,50
712984983,"Existing Customer",43,"F",2,"Unknown","Married","Less than $40K",30,1,3,2,2248,1853,7739,101
712778658,"Existing Customer",52,"F",3,"Graduate","Married","Less than $40K",39,4,3,3,2001,909,4238,63
721044333,"Existing Customer",34,"F",2,"College","Single","Less than $40K",22,5,2,0,1695,761,4905,91
710232483,"Existing Customer",49,"F",1,"Uneducated","Married","Unknown",36,2,3,2,19846,2162,16908,122
711201108,"Attrited Customer",37,"F",3,"High School","Single","Less than $40K",29,3,3,3,1653,0,2284,35
717843783,"Existing Customer",33,"F",1,"College","Single","Less than $40K",17,4,3,2,13431,1583,2338,71
789048858,"Existing Customer",32,"F",1,"Post-Graduate","Married","Less than $40K",20,5,2,3,2234,1865,2115,59
810220833,"Existing Customer",42,"M",4,"Graduate","Unknown","$40K - $60K",37,3,6,2,15871,2086,1562,43
817035108,"Existing Customer",31,"M",2,"Graduate","Single","Less than $40K",14,4,3,3,6933,1870,15585,115
714614133,"Attrited Customer",53,"F",3,"Unknown","Married","Less than $40K",36,3,3,3,2819,0,2128,39
765692658,"Existing Customer",49,"F",4,"Graduate","Single","Less than $40K",42,4,3,4,2162,1882,3825,70
715085733,"Existing Customer",61,"M",0,"Graduate","Married","$40K - $60K",52,3,1,2,2939,1999,2434,33
711833508,"Existing Customer",47,"M",2,"High School","Single","$40K - $60K",27,2,3,2,1536,0,4643,89
718229133,"Existing Customer",51,"M",2,"College","Married","$120K +",41,6,2,4,23742,0,3783,57
780201633,"Attrited Customer",41,"F",3,"Graduate","Single","$40K - $60K",31,4,3,2,5655,1154,2189,51
709830783,"Existing Customer",47,"M",5,"Unknown","Single","$120K +",36,5,2,2,34516,1686,4039,72
712241433,"Existing Customer",38,"F",0,"High School","Single","Less than $40K",30,4,2,1,1438.3,1003,4247,84
779422458,"Existing Customer",31,"F",1,"Unknown","Divorced","Less than $40K",13,2,2,3,3533,1206,16339,120
715259583,"Existing Customer",53,"F",2,"High School","Married","Less than $40K",44,3,2,3,5362,1901,1553,38
820637433,"Existing Customer",45,"F",3,"High School","Married","Less than $40K",40,5,2,3,1603,0,4041,66
713747733,"Existing Customer",55,"M",2,"High School","Married","$40K - $60K",47,5,3,2,3096,2217,2011,41
714513033,"Existing Customer",39,"F",1,"Unknown","Single","$40K - $60K",36,6,1,3,11213,0,1257,23
712309758,"Existing Customer",65,"M",0,"Graduate","Single","$40K - $60K",49,3,2,3,13921,1201,4351,75
717642633,"Existing Customer",51,"M",2,"Graduate","Married","$60K - $80K",40,3,3,3,3750,1801,17995,116
713594883,"Attrited Customer",44,"F",2,"Uneducated","Single","Unknown",32,5,3,3,1486,849,2380,43
716439258,"Existing Customer",32,"M",3,"Graduate","Married","$60K - $80K",36,1,1,1,3223,1413,13648,103
710924658,"Existing Customer",52,"F",2,"High School","Single","$40K - $60K",36,1,2,2,2540,1093,9339,99
827968383,"Existing Customer",43,"F",3,"High School","Unknown","Less than $40K",39,5,3,2,3370,2284,4084,70
715506258,"Existing Customer",50,"M",2,"High School","Married","$80K - $120K",36,6,2,1,16388,2001,4477,83
708720558,"Existing Customer",44,"M",3,"College","Married","$60K - $80K",30,5,2,0,4489,0,3773,64
708394908,"Existing Customer",44,"M",0,"High School","Single","$40K - $60K",33,5,1,3,2337,1442,3945,65
714154533,"Existing Customer",45,"F",3,"High School","Single","Unknown",36,6,1,2,3111,1994,4478,56
720595083,"Existing Customer",40,"F",3,"Unknown","Married","Less than $40K",30,4,2,3,1620,1278,4530,69
709520058,"Attrited Customer",53,"M",5,"Uneducated","Married","$120K +",38,4,2,2,19138,0,2028,43
779027733,"Existing Customer",53,"F",4,"Unknown","Single","Less than $40K",34,6,2,2,6721,1115,3718,51
711256908,"Existing Customer",39,"M",2,"High School","Single","$60K - $80K",28,6,3,3,10331,957,3695,81
717123858,"Existing Customer",36,"F",1,"Graduate","Married","$40K - $60K",36,5,1,3,3635,1617,4045,62
711675108,"Existing Customer",43,"F",3,"Graduate","Single","Less than $40K",30,3,3,1,4075,2189,3956,71
719855958,"Existing Customer",41,"M",4,"High School","Single","$60K - $80K",28,6,1,4,4475,0,3367,66
778712658,"Existing Customer",52,"F",0,"Uneducated","Married","Less than $40K",34,4,4,3,2001,960,4026,86
710493558,"Attrited Customer",46,"F",1,"Post-Graduate","Married","$40K - $60K",38,3,2,2,1803,0,1979,37
710125608,"Existing Customer",45,"F",5,"Unknown","Single","Less than $40K",36,4,2,0,2679,1558,4756,73
710312658,"Existing Customer",54,"F",2,"Unknown","Married","Less than $40K",43,4,3,3,6266,1819,1456,27
712071708,"Existing Customer",63,"F",0,"Graduate","Married","Less than $40K",36,6,3,4,2107,1351,1320,35
721511883,"Existing Customer",40,"F",3,"Graduate","Single","Less than $40K",28,6,2,2,1709,0,4981,79
797495958,"Existing Customer",42,"F",3,"Unknown","Unknown","$40K - $60K",36,3,2,2,3015,0,4277,80
720904233,"Existing Customer",53,"M",0,"Graduate","Married","$80K - $120K",41,3,3,2,16033,560,1158,31
717960033,"Existing Customer",52,"F",1,"Graduate","Single","Less than $40K",44,6,3,1,2484,1495,4084,86
807157833,"Existing Customer",56,"F",4,"Uneducated","Single","Unknown",51,5,1,1,3334,1272,4284,73
779945508,"Existing Customer",50,"F",1,"Graduate","Married","Less than $40K",35,5,2,2,3510,1881,3808,81
709169133,"Existing Customer",35,"F",1,"High School","Married","Unknown",23,3,3,1,1438.3,0,3995,82
715573758,"Existing Customer",43,"M",4,"Uneducated","Married","$120K +",36,1,2,1,34516,1816,15226,113
787441383,"Existing Customer",52,"F",0,"Graduate","Married","Less than $40K",37,3,1,2,1793,1284,3989,62
720879708,"Existing Customer",52,"M",2,"High School","Single","$80K - $120K",44,3,2,4,28186,1308,2853,64
719525358,"Existing Customer",52,"M",0,"Graduate","Single","$80K - $120K",43,4,3,3,8133,1942,3310,76
713852958,"Existing Customer",51,"F",2,"Graduate","Single","Unknown",41,5,3,3,31501,1810,3893,81
715956258,"Existing Customer",35,"F",1,"Uneducated","Married","Less than $40K",36,3,2,4,2004,0,1974,60
713451408,"Existing Customer",47,"M",4,"High School","Divorced","$60K - $80K",36,6,1,3,1943,1654,3392,70
711047658,"Existing Customer",46,"F",3,"High School","Married","Less than $40K",38,4,2,2,1781,1315,4775,83
779008158,"Existing Customer",54,"F",4,"Graduate","Single","Less than $40K",43,3,1,4,2191,1655,4961,71
793889508,"Existing Customer",48,"F",2,"Graduate","Married","$40K - $60K",42,4,3,3,4076,0,1235,37
708688608,"Existing Customer",62,"F",1,"High School","Married","Less than $40K",48,5,3,1,3140,1985,1626,41
713061558,"Existing Customer",44,"M",2,"Graduate","Married","$40K - $60K",36,3,1,2,4010,1247,1088,24
712990458,"Existing Customer",44,"F",3,"Graduate","Married","Unknown",34,2,2,1,31699,1976,13653,113
710476908,"Existing Customer",39,"F",3,"Graduate","Married","Unknown",28,3,3,3,9371,1066,4754,78
714435408,"Existing Customer",57,"M",3,"High School","Single","$80K - $120K",38,4,3,1,12663,1028,3297,54
710639658,"Attrited Customer",29,"M",1,"High School","Single","$60K - $80K",17,6,1,3,17744,829,9658,78
718137183,"Existing Customer",58,"F",1,"College","Married","Less than $40K",38,4,2,3,3331,2251,5379,92
740065833,"Existing Customer",47,"F",3,"Graduate","Single","Less than $40K",40,1,2,2,11128,2517,8526,93
811942983,"Existing Customer",55,"M",2,"High School","Married","$120K +",50,3,2,3,17627,1756,4836,74
716762733,"Existing Customer",50,"F",2,"Doctorate","Single","Less than $40K",40,2,1,1,3449,1634,8300,94
708928908,"Existing Customer",39,"F",1,"Graduate","Single","Less than $40K",23,4,3,3,2533,0,5128,74
718431258,"Existing Customer",41,"M",4,"High School","Single","$60K - $80K",28,4,3,3,3126,1503,3662,74
824192658,"Existing Customer",58,"F",3,"Post-Graduate","Single","Less than $40K",54,4,2,3,8886,0,4148,79
721053633,"Existing Customer",45,"M",2,"College","Single","$40K - $60K",31,2,2,1,6530,1425,8904,101
824163333,"Existing Customer",43,"F",5,"Uneducated","Single","Less than $40K",39,3,2,4,3161,2424,4307,66
779480658,"Existing Customer",58,"F",4,"Graduate","Married","Unknown",42,3,3,4,10247,1600,1754,44
789529158,"Existing Customer",44,"M",4,"High School","Single","$60K - $80K",36,1,1,3,2946,743,8553,88
712974558,"Existing Customer",56,"F",2,"College","Single","Less than $40K",43,1,3,1,5254,0,4546,89
708997833,"Existing Customer",49,"F",4,"Doctorate","Single","$40K - $60K",39,5,3,1,3255,603,4045,62
813213558,"Existing Customer",53,"F",1,"Doctorate","Single","Less than $40K",48,4,3,3,2267,1469,3709,64
789170283,"Existing Customer",53,"M",1,"Graduate","Unknown","$80K - $120K",42,5,5,4,6514,978,3084,63
797150733,"Attrited Customer",44,"M",3,"Unknown","Single","$40K - $60K",38,5,2,2,1643,0,1754,39
772569033,"Existing Customer",44,"M",0,"High School","Divorced","$80K - $120K",34,5,2,2,5293,1236,4572,90
714306258,"Existing Customer",56,"M",1,"College","Married","$60K - $80K",46,3,2,1,10117,2242,1509,44
710916408,"Existing Customer",57,"M",4,"Graduate","Married","$60K - $80K",39,4,3,0,8466,1886,1342,32
787475433,"Existing Customer",36,"F",2,"Doctorate","Single","Unknown",23,5,2,3,6966,905,4855,69
779473308,"Existing Customer",32,"M",0,"Uneducated","Single","$60K - $80K",14,4,3,3,8186,0,2411,67
826261008,"Attrited Customer",48,"F",3,"Graduate","Unknown","Less than $40K",44,3,3,2,1438.3,0,2054,46
716938383,"Existing Customer",41,"M",4,"Unknown","Married","$80K - $120K",28,3,2,3,34516,0,3811,61
711028308,"Existing Customer",44,"F",4,"Graduate","Married","Less than $40K",36,4,1,0,1717,0,1468,29
708332808,"Existing Customer",47,"M",2,"Uneducated","Married","$40K - $60K",39,2,2,2,3471,0,14381,115
715443708,"Existing Customer",53,"M",1,"Uneducated","Married","$120K +",45,5,1,3,9343,1286,1385,31
708873183,"Existing Customer",47,"M",2,"Post-Graduate","Single","$60K - $80K",39,1,3,2,17575,618,15473,128
720580383,"Existing Customer",50,"F",3,"Graduate","Married","Less than $40K",37,3,2,4,1438.3,0,3637,80
713854608,"Existing Customer",62,"M",1,"Uneducated","Married","$60K - $80K",36,6,3,3,9521,1669,2444,63
813764283,"Existing Customer",39,"M",3,"High School","Married","$80K - $120K",34,2,1,2,17978,1820,15657,114
710279508,"Existing Customer",52,"M",2,"Graduate","Married","$80K - $120K",42,5,3,2,21782,1006,1537,35
775198608,"Existing Customer",38,"F",2,"Graduate","Married","Less than $40K",32,5,3,3,4429,0,1970,40
812218908,"Attrited Customer",46,"F",2,"Unknown","Married","Less than $40K",36,2,3,2,4065,2517,2899,51
819151083,"Existing Customer",46,"M",5,"High School","Single","$60K - $80K",41,3,3,4,7478,1775,4042,79
708382083,"Existing Customer",49,"M",5,"High School","Married","$80K - $120K",36,6,2,2,2292,0,2584,60
711129483,"Existing Customer",45,"M",3,"Graduate","Married","$60K - $80K",36,3,1,3,14593,1504,3447,72
808284783,"Existing Customer",62,"F",1,"Unknown","Married","Less than $40K",56,6,0,0,1438.3,0,1951,44
771500358,"Existing Customer",43,"F",2,"Uneducated","Divorced","Less than $40K",31,5,3,1,4332,1313,4093,84
715812258,"Existing Customer",45,"M",2,"High School","Married","$80K - $120K",34,5,5,2,12518,1539,1165,33
718574808,"Existing Customer",33,"F",2,"Graduate","Single","Less than $40K",17,4,3,4,2431,1846,4327,74
755615208,"Existing Customer",49,"M",3,"High School","Single","$120K +",42,5,3,2,12630,1822,4084,66
719816583,"Attrited Customer",46,"M",3,"Doctorate","Married","$120K +",38,3,2,2,8989,552,2309,49
788980983,"Existing Customer",55,"M",1,"High School","Single","$80K - $120K",42,1,4,2,34516,1583,12192,112
712659408,"Existing Customer",57,"M",1,"High School","Married","$40K - $60K",45,3,3,2,2721,2159,4578,81
720426708,"Attrited Customer",56,"M",3,"High School","Single","$60K - $80K",45,2,1,3,8512,0,811,27
719410083,"Existing Customer",49,"F",2,"Unknown","Single","Less than $40K",36,4,3,0,1635,1220,4807,56
787581858,"Existing Customer",46,"M",2,"Unknown","Unknown","$120K +",37,3,2,4,3132,1466,3612,59
712307283,"Attrited Customer",54,"M",1,"College","Single","$120K +",37,6,2,3,9090,2517,2239,43
808279158,"Existing Customer",51,"M",3,"Graduate","Married","$80K - $120K",46,1,3,1,11765,1429,8914,99
721022433,"Existing Customer",44,"M",2,"Doctorate","Single","$60K - $80K",36,5,1,2,7577,2480,1409,35
771106458,"Existing Customer",54,"F",4,"College","Married","Less than $40K",41,1,5,2,2444,1313,4609,61
809966058,"Existing Customer",48,"F",2,"Unknown","Married","Less than $40K",37,4,4,2,2835,1860,4569,81
713661933,"Existing Customer",44,"F",1,"College","Married","Less than $40K",33,5,1,3,1522,0,4835,70
719473458,"Existing Customer",46,"M",3,"High School","Single","$40K - $60K",42,3,2,1,8285,1359,7205,84
719282433,"Existing Customer",60,"F",0,"Graduate","Single","Unknown",48,3,3,4,6417,1372,3280,71
718756533,"Existing Customer",47,"M",2,"Uneducated","Married","$80K - $120K",41,1,2,1,13356,1497,8963,105
796903083,"Attrited Customer",47,"F",1,"Doctorate","Married","$40K - $60K",36,2,3,2,1438.3,0,2584,42
788838033,"Attrited Customer",45,"M",2,"College","Single","$60K - $80K",29,3,2,4,3841,0,2832,48
809855808,"Existing Customer",51,"F",2,"Graduate","Married","Less than $40K",46,5,2,2,5207,1650,1339,20
771749733,"Existing Customer",41,"M",2,"Graduate","Single","$40K - $60K",30,5,2,3,17706,1081,3680,81
708996708,"Existing Customer",55,"M",1,"Graduate","Single","$80K - $120K",46,3,1,1,21032,1409,15584,105
714593883,"Existing Customer",53,"F",2,"Graduate","Married","Less than $40K",45,1,2,1,12100,1350,13138,115
711109908,"Existing Customer",43,"F",4,"Uneducated","Married","Less than $40K",36,2,1,1,9684,2475,1400,31
717531483,"Existing Customer",37,"M",2,"High School","Single","$60K - $80K",21,5,2,2,3433,964,4444,87
768390708,"Existing Customer",47,"M",2,"Unknown","Single","$80K - $120K",41,6,1,1,2877,1136,4006,68
778260108,"Existing Customer",50,"F",4,"Unknown","Married","$40K - $60K",41,1,2,2,4268,1509,14351,112
717773433,"Existing Customer",57,"F",0,"Graduate","Married","Less than $40K",45,6,1,2,2448,0,5464,98
737967708,"Existing Customer",52,"F",1,"Unknown","Married","$40K - $60K",45,5,1,1,1611,938,4087,86
711419133,"Existing Customer",56,"M",4,"Graduate","Single","Less than $40K",36,3,2,3,3057,1077,4449,77
711583458,"Existing Customer",48,"F",2,"College","Married","Less than $40K",36,4,3,1,1438.3,0,4913,82
721306908,"Existing Customer",61,"F",1,"Graduate","Single","Unknown",44,4,3,2,2303,540,3440,46
714352533,"Existing Customer",47,"F",3,"Graduate","Married","$40K - $60K",29,1,2,2,15472,865,14132,103
801783108,"Existing Customer",46,"M",3,"College","Married","$120K +",40,6,3,3,1438.3,0,4833,69
797666358,"Existing Customer",46,"F",4,"Uneducated","Unknown","$40K - $60K",40,6,3,1,1474,843,4452,65
716170308,"Existing Customer",27,"F",0,"Graduate","Divorced","Unknown",36,5,1,0,13439,2003,4715,86
812446158,"Existing Customer",54,"F",3,"Uneducated","Single","Less than $40K",49,2,2,2,1719,0,4869,65
759947433,"Existing Customer",53,"M",3,"Graduate","Married","$120K +",46,1,2,2,13670,0,4812,81
708831858,"Attrited Customer",43,"F",3,"Uneducated","Married","Less than $40K",30,1,3,4,4579,1506,1915,44
711342483,"Existing Customer",50,"M",1,"College","Married","$80K - $120K",36,5,2,3,2418,1720,3896,58
817686633,"Existing Customer",26,"F",1,"College","Single","Less than $40K",15,5,2,4,1438.3,737,2856,39
711683358,"Attrited Customer",46,"F",3,"High School","Unknown","Less than $40K",41,2,3,4,3313,0,2135,44
779333883,"Attrited Customer",51,"F",3,"Uneducated","Married","Less than $40K",33,3,3,3,7428,0,8078,62
708340758,"Attrited Customer",41,"M",4,"High School","Married","Less than $40K",32,2,3,3,7769,0,8109,74
779685558,"Existing Customer",53,"M",5,"Graduate","Single","$120K +",36,2,4,1,34516,2088,15290,123
781337658,"Existing Customer",50,"F",1,"Graduate","Married","Less than $40K",44,3,1,2,2602,1612,5532,85
715636533,"Existing Customer",48,"F",3,"High School","Married","Less than $40K",36,4,1,2,3716,0,4833,73
717538683,"Existing Customer",43,"M",3,"Graduate","Married","$120K +",36,3,2,2,22906,1132,3204,64
718958583,"Attrited Customer",44,"M",4,"Post-Graduate","Single","$80K - $120K",36,5,3,2,2367,1606,4506,59
717631008,"Existing Customer",38,"M",2,"Graduate","Married","$80K - $120K",31,4,1,2,24296,0,1886,48
716112933,"Attrited Customer",39,"F",3,"Graduate","Married","Unknown",36,3,2,3,1575,592,644,15
708702258,"Attrited Customer",40,"F",3,"Uneducated","Single","Unknown",36,3,2,2,3698,478,2051,31
714046608,"Existing Customer",49,"M",0,"Doctorate","Married","$60K - $80K",39,5,6,3,19719,1395,3572,73
709955958,"Existing Customer",41,"F",1,"High School","Single","Less than $40K",33,4,2,0,8054,1023,3374,45
714237033,"Attrited Customer",42,"F",4,"Uneducated","Married","Unknown",36,6,2,3,5557,2246,2299,39
716790633,"Attrited Customer",43,"M",3,"Graduate","Married","$60K - $80K",36,4,2,3,17239,0,1789,38
718201383,"Existing Customer",49,"M",1,"College","Married","$60K - $80K",43,6,3,4,22036,1560,2139,48
779725833,"Existing Customer",42,"M",2,"Graduate","Single","$60K - $80K",26,4,3,2,11761,1775,4946,73
719248158,"Existing Customer",52,"M",2,"High School","Divorced","$60K - $80K",42,1,3,2,7261,1443,14533,108
713213133,"Existing Customer",36,"M",2,"Graduate","Single","$40K - $60K",36,2,2,1,6763,1660,4972,76
720198183,"Existing Customer",42,"M",5,"College","Married","$40K - $60K",27,1,3,1,2437,1718,8028,77
720480183,"Existing Customer",45,"F",3,"Unknown","Divorced","Less than $40K",34,1,2,1,1811,787,4882,80
819688458,"Attrited Customer",44,"F",5,"Graduate","Unknown","Less than $40K",39,6,3,2,1545,0,2646,39
714516783,"Existing Customer",54,"F",0,"Graduate","Divorced","Less than $40K",36,4,3,1,12547,1378,3360,56
715391433,"Existing Customer",38,"M",0,"Graduate","Married","$60K - $80K",33,5,4,4,11741,1560,2143,41
711701058,"Existing Customer",48,"F",4,"Graduate","Married","Less than $40K",36,2,2,3,10973,1466,4892,94
716580033,"Existing Customer",53,"M",3,"High School","Married","$120K +",36,3,1,3,21178,1796,1872,59
807426033,"Existing Customer",37,"M",2,"Unknown","Single","$60K - $80K",32,4,1,1,2865,1176,3462,61
788755158,"Existing Customer",49,"M",3,"High School","Married","$60K - $80K",29,4,3,1,1438.3,535,3016,80
813810333,"Attrited Customer",50,"M",3,"Post-Graduate","Married","$60K - $80K",45,6,4,3,2049,0,2703,54
713701533,"Existing Customer",51,"M",2,"Unknown","Married","$80K - $120K",39,4,3,2,9773,1998,3578,71
721525758,"Existing Customer",45,"M",5,"Doctorate","Married","$80K - $120K",35,2,2,2,2226,1229,4928,77
715235808,"Existing Customer",47,"F",3,"Uneducated","Married","Less than $40K",36,3,3,2,1819,1235,4636,75
710090958,"Existing Customer",51,"M",3,"College","Married","$80K - $120K",40,6,3,3,1844,1232,4182,71
712783083,"Attrited Customer",48,"F",4,"High School","Married","Less than $40K",37,1,2,3,3607,0,2013,35
789859833,"Existing Customer",41,"M",4,"Doctorate","Unknown","Less than $40K",31,6,2,1,2515,1767,4388,67
711556533,"Existing Customer",43,"F",1,"Graduate","Unknown","Unknown",36,6,3,3,9851,0,1212,24
710363433,"Existing Customer",26,"M",0,"High School","Single","Less than $40K",36,6,3,3,2735,1348,2441,58
714581358,"Attrited Customer",48,"F",3,"Graduate","Single","Less than $40K",43,3,3,4,1502,0,2204,36
715490733,"Existing Customer",54,"F",3,"Uneducated","Single","Unknown",36,5,1,2,11975,1542,1211,35
814995933,"Existing Customer",58,"F",3,"Graduate","Married","Less than $40K",53,5,3,2,5798,1794,1724,45
789945933,"Existing Customer",61,"F",1,"Graduate","Single","Less than $40K",52,3,3,1,1438.3,0,3560,67
712701333,"Existing Customer",53,"M",3,"High School","Married","$60K - $80K",43,5,3,2,5264,2169,1219,27
719320833,"Existing Customer",39,"M",2,"Post-Graduate","Married","$60K - $80K",36,6,3,2,5471,2056,1992,46
713936583,"Existing Customer",54,"M",2,"Graduate","Married","$60K - $80K",43,6,3,1,6224,1892,2187,58
714678408,"Existing Customer",48,"F",4,"Post-Graduate","Married","Less than $40K",31,6,6,4,2646,1983,4727,83
715908558,"Existing Customer",44,"M",0,"Graduate","Unknown","$60K - $80K",36,1,1,1,29572,1584,7566,88
788638908,"Existing Customer",43,"F",2,"Graduate","Divorced","Less than $40K",30,4,2,4,2351,2127,4278,71
772177308,"Existing Customer",47,"F",2,"Unknown","Unknown","Less than $40K",36,4,2,2,1738,0,2572,62
793395933,"Existing Customer",59,"F",1,"High School","Single","Less than $40K",53,4,3,3,2716,1740,4208,69
745435533,"Existing Customer",44,"M",2,"Unknown","Married","$80K - $120K",37,6,1,3,2617,2517,3104,70
717207408,"Existing Customer",39,"F",1,"Uneducated","Divorced","Unknown",34,4,1,2,12512,666,2995,60
714266883,"Attrited Customer",54,"F",4,"Post-Graduate","Unknown","Less than $40K",44,5,3,3,2440,503,2334,51
779338683,"Existing Customer",62,"M",1,"Graduate","Married","$60K - $80K",44,5,2,2,14825,962,1904,49
710636208,"Existing Customer",51,"M",3,"Uneducated","Married","$120K +",40,3,5,3,34516,0,3847,74
716247708,"Existing Customer",51,"M",4,"College","Single","$120K +",33,2,2,2,34516,1848,14149,103
708266883,"Attrited Customer",34,"F",2,"Graduate","Single","Less than $40K",36,1,2,3,1666,0,2312,35
715662258,"Existing Customer",49,"F",3,"Unknown","Unknown","Less than $40K",36,3,1,2,2454,2060,3777,75
713442933,"Existing Customer",49,"M",3,"Unknown","Married","$40K - $60K",32,4,3,3,3114,2208,5219,86
772472208,"Existing Customer",50,"M",1,"Uneducated","Married","$60K - $80K",40,6,1,4,4092,996,2298,48
780126033,"Attrited Customer",50,"M",4,"Unknown","Married","$40K - $60K",35,6,1,5,12914,1227,2082,54
721315233,"Existing Customer",47,"M",4,"High School","Single","$40K - $60K",32,3,3,4,18535,1192,3780,70
778137108,"Existing Customer",43,"M",4,"High School","Single","$80K - $120K",37,6,1,2,30503,2517,1860,47
719679858,"Existing Customer",58,"F",2,"Uneducated","Married","$40K - $60K",47,3,2,2,2848,1468,1135,27
709388058,"Existing Customer",43,"F",4,"Graduate","Single","Less than $40K",34,2,3,2,2005,1263,4906,80
789419658,"Existing Customer",47,"F",4,"College","Married","Unknown",38,3,2,1,1438.3,0,4503,89
717371583,"Attrited Customer",56,"F",2,"Uneducated","Single","Less than $40K",36,1,3,5,1883,400,1954,45
715187733,"Existing Customer",26,"F",1,"Unknown","Single","Unknown",15,3,4,3,5464,0,2473,46
765940683,"Existing Customer",37,"M",3,"Uneducated","Single","$80K - $120K",30,5,2,2,11277,1747,2033,56
709700058,"Existing Customer",52,"F",2,"Graduate","Single","$40K - $60K",33,5,2,2,6081,989,4451,70
717906783,"Existing Customer",41,"M",5,"Graduate","Single","$120K +",29,5,2,2,5207,1748,1310,26
720891633,"Attrited Customer",53,"F",2,"High School","Single","Less than $40K",46,6,1,2,3199,0,4805,59
708229308,"Attrited Customer",49,"F",2,"Unknown","Married","Less than $40K",41,5,2,2,3243,0,6059,71
710594358,"Existing Customer",28,"F",0,"Unknown","Single","Less than $40K",36,4,3,4,14910,873,2560,72
720470133,"Existing Customer",59,"M",0,"Graduate","Single","Less than $40K",36,5,3,3,3604,1483,4576,87
820394733,"Existing Customer",52,"M",0,"College","Married","$120K +",47,2,1,1,34516,1464,7690,87
719770158,"Attrited Customer",54,"F",3,"Post-Graduate","Single","Less than $40K",49,1,4,3,8516,0,2189,37
779713608,"Existing Customer",52,"M",2,"High School","Married","$120K +",36,5,1,2,2981,1358,1648,30
712886733,"Existing Customer",44,"F",1,"Graduate","Unknown","Less than $40K",32,3,3,3,1780,1338,4268,87
798962058,"Existing Customer",36,"F",5,"Graduate","Married","Less than $40K",30,3,3,3,3103,2399,1836,48
821724483,"Attrited Customer",48,"M",4,"Unknown","Single","$40K - $60K",43,2,3,2,11272,1744,1455,34
713398158,"Existing Customer",45,"M",3,"Post-Graduate","Married","$40K - $60K",30,2,2,2,3821,1673,15005,89
795920358,"Existing Customer",33,"F",2,"High School","Married","Less than $40K",27,3,2,3,7185,0,2679,45
709362033,"Attrited Customer",52,"F",1,"Graduate","Married","Less than $40K",42,1,5,3,1471,0,2253,48
711765708,"Existing Customer",39,"F",1,"Graduate","Unknown","Less than $40K",36,3,4,1,6690,1912,3875,60
721210158,"Existing Customer",29,"M",2,"College","Married","$40K - $60K",17,3,1,3,4626,1232,14740,102
714550383,"Existing Customer",46,"M",2,"High School","Single","$40K - $60K",36,4,3,3,4129,0,1678,40
718244958,"Existing Customer",36,"F",2,"Graduate","Married","Unknown",26,5,2,2,8621,1251,1989,37
790119408,"Attrited Customer",48,"F",3,"Uneducated","Married","Less than $40K",41,5,3,2,4960,0,2430,48
709904508,"Existing Customer",59,"F",0,"Post-Graduate","Single","$40K - $60K",40,5,3,3,2634,1644,4190,71
793952133,"Existing Customer",32,"F",0,"High School","Married","Less than $40K",26,6,2,3,2778,2312,1680,33
779670783,"Existing Customer",40,"M",3,"Unknown","Single","$80K - $120K",23,6,2,2,12559,0,4700,71
721440633,"Existing Customer",55,"F",1,"High School","Single","Less than $40K",36,5,2,3,7982,897,4387,71
720479058,"Existing Customer",50,"F",1,"Post-Graduate","Single","Less than $40K",39,4,2,2,1438.3,851,4379,64
720467583,"Existing Customer",52,"M",2,"High School","Single","$80K - $120K",46,3,3,2,34516,2517,3072,67
709902108,"Existing Customer",51,"M",2,"High School","Married","$80K - $120K",40,4,3,2,8169,794,4927,70
719547033,"Attrited Customer",40,"M",4,"Unknown","Married","$80K - $120K",31,1,3,6,23502,0,7957,60
798796233,"Existing Customer",37,"F",3,"High School","Married","$40K - $60K",31,5,3,3,1586,1038,1724,24
818375733,"Attrited Customer",51,"F",2,"College","Married","$40K - $60K",46,3,1,3,4882,695,1544,44
823528833,"Existing Customer",50,"F",1,"Unknown","Single","Less than $40K",46,4,2,3,2081,1235,1337,29
715784808,"Existing Customer",57,"F",4,"Post-Graduate","Single","$40K - $60K",48,4,2,1,2576,1678,3913,86
811980858,"Existing Customer",36,"M",0,"Graduate","Married","$60K - $80K",31,5,1,2,7667,0,1501,35
820085808,"Existing Customer",54,"F",3,"Graduate","Married","Less than $40K",49,1,1,2,2598,1343,4692,86
